campaña,id_finca,id_zona,id_estacion,altitud,variedad,modo,tipo,color,superficie,produccion
14,22596,441,12,462.5,17,1,0,1,0.5713812121212121,630.0
14,56834,441,12,462.5,32,2,0,1,2.1421,5300.0
14,11559,441,12,462.5,17,1,0,1,0.43,2082.0
14,6307,441,12,462.5,17,1,0,1,1.176,2082.0
14,96038,441,12,462.5,17,1,0,1,0.31,1561.5
14,26094,441,12,462.5,17,1,0,1,0.28,1041.0
14,43369,441,19,462.5,17,1,0,1,0.5713812121212121,1561.5
14,62778,441,19,462.5,81,1,0,1,0.474,2180.0
14,77107,441,12,462.5,17,1,0,1,0.9525,2496.0
14,76911,441,12,462.5,17,1,0,1,0.5713812121212121,2316.6
14,68565,441,12,462.5,17,1,0,1,0.5713812121212121,2386.8
14,53079,441,12,462.5,17,1,0,1,1.47,2316.6
14,32986,441,12,462.5,17,1,0,1,0.2093,1572.5
14,81399,441,12,462.5,17,1,0,1,0.5713812121212121,1572.5
14,74812,441,12,462.5,17,1,0,1,0.28704,1572.5
14,96004,441,12,462.5,17,1,0,1,0.8502,1572.5
14,51677,441,12,462.5,59,1,0,1,0.3935,1207.8
14,51677,441,12,462.5,59,2,0,1,0.3935,310.2
14,47053,441,12,462.5,59,1,0,1,0.8093,2452.2
14,47053,441,12,462.5,59,2,0,1,0.8093,629.8
14,27410,441,12,462.5,17,1,0,1,0.4427,1248.0
14,45105,441,12,462.5,17,1,0,1,0.7618,2496.0
14,76529,441,12,462.5,17,1,0,1,0.5713812121212121,6114.9
14,71419,441,12,462.5,17,1,0,1,0.5713812121212121,2082.0
14,53020,441,12,462.5,17,1,0,1,0.5713812121212121,511.5
14,53020,441,12,462.5,17,2,0,1,0.9077333333333334,8405.1
14,26539,441,12,462.5,17,1,0,1,0.5713812121212121,511.5
14,26539,441,12,462.5,17,2,0,1,0.9077333333333334,8405.1
14,32660,441,12,462.5,17,1,0,1,1.1505,2964.8
14,30652,441,12,462.5,52,2,0,1,0.4784,2365.0
14,12889,441,12,462.5,17,1,0,1,0.5713812121212121,907.5
14,98265,441,12,462.5,32,2,0,1,1.41,15990.0
14,81632,441,12,462.5,17,1,0,1,0.5713812121212121,907.5
14,36468,441,12,462.5,68,1,0,0,0.212,16300.0
14,36468,441,12,462.5,17,1,0,1,0.5713812121212121,2299.5
14,3007,441,12,462.5,17,1,0,1,0.5713812121212121,1267.2
14,7104,441,12,462.5,17,1,0,1,0.5713812121212121,907.5
14,42351,441,12,462.5,81,1,0,1,0.4739999999999999,1020.0
14,60357,441,12,462.5,17,1,0,1,0.5713812121212121,2408.9
14,31425,441,12,462.5,17,1,0,1,0.5713812121212121,389.3
14,57864,441,12,462.5,17,1,0,1,0.54,1330.0
14,35100,441,12,462.5,32,2,0,1,0.86,7350.0
14,79253,441,12,462.5,17,1,0,1,0.0282,442.5
14,85201,441,12,462.5,17,1,0,1,0.1584,442.5
14,84380,441,12,462.5,17,1,0,1,0.1183,442.5
14,68980,441,12,462.5,17,1,0,1,0.5713812121212121,2775.3
14,31740,441,12,462.5,17,1,0,1,0.5713812121212121,2775.3
14,26100,441,12,462.5,17,1,0,1,0.5713812121212121,1267.2
14,48453,441,12,462.5,17,1,0,1,2.095266666666667,2859.4
14,44600,441,12,462.5,17,1,0,1,0.5713812121212121,526.7
14,13587,441,12,462.5,17,1,0,1,0.5713812121212121,1305.6
14,13199,441,12,462.5,68,1,0,0,0.212,1910.0
14,57868,441,12,462.5,17,2,0,1,0.9077333333333334,2790.0
14,42384,441,12,462.5,59,1,0,1,0.1236,1155.0
14,3316,123,19,515.0,68,1,0,0,0.6748,700.0
14,54183,123,19,515.0,87,1,0,0,1.26,4340.0
14,68971,123,19,515.0,68,1,0,0,2.0857,1650.0
14,13531,123,19,515.0,68,1,0,0,1.5431125000000003,613.2
14,96555,123,19,515.0,68,1,0,0,1.5431125000000003,1277.5
14,50934,123,19,515.0,68,1,0,0,1.5431125000000003,715.4
14,22092,123,19,515.0,59,1,0,1,1.2258,4590.0
14,90227,123,19,515.0,17,1,0,1,1.66,3750.0
14,19949,123,19,515.0,59,1,0,1,0.7598812500000002,1125.48
14,19949,123,19,515.0,59,2,0,1,3.69733115942029,3660.0
14,31565,123,19,515.0,68,1,0,0,2.99,11880.0
14,84287,123,19,515.0,59,1,0,1,0.3975,488.04
14,38645,123,19,515.0,68,1,0,0,0.49,2970.0
14,13040,123,19,515.0,17,1,0,1,0.7605157894736841,4270.0
14,64494,123,19,515.0,17,1,0,1,0.7605157894736841,2430.0
14,85738,123,19,515.0,68,1,0,0,1.5431125000000003,1481.9
14,11461,123,19,515.0,68,1,0,0,1.5431125000000003,1022.0
14,52413,123,19,515.0,92,1,0,0,1.5247,6060.0
14,63987,64,19,555.0,68,1,0,0,0.5128,612.0
14,53833,64,19,555.0,68,1,0,0,0.8558666666666667,918.0
14,98248,64,19,555.0,87,1,0,0,0.5405333333333333,9420.0
14,13981,64,19,555.0,68,1,0,0,4.51,15450.0
14,48223,64,19,555.0,17,2,0,1,1.4639999999999997,2980.0
14,31836,64,19,555.0,68,1,0,0,1.9595555555555553,8370.0
14,3710,64,19,555.0,59,1,0,1,0.5372,876.48
14,53704,836,9,480.0,59,1,0,1,2.395625,1840.0
14,66708,52,9,445.0,40,2,0,1,0.6647,4860.0
14,13333,784,9,370.0,92,1,0,0,1.5104363636363638,8093.6
14,32682,784,9,370.0,92,1,0,0,1.5104363636363638,3986.4
14,83422,203,9,387.5,17,2,0,1,3.29,20360.0
14,42787,203,9,387.5,40,2,0,1,0.9728,9453.5
14,69470,203,9,387.5,40,2,0,1,0.7886000000000001,7665.0
14,23093,846,9,485.0,40,2,0,1,2.8415,11170.0
14,23093,846,9,485.0,52,2,0,1,1.1341,5940.0
14,69730,846,9,485.0,52,2,0,1,2.7784666666666666,13860.0
14,72495,41,9,520.0,40,2,0,1,2.86,8431.5
14,76663,7,9,420.0,17,1,0,1,1.3306666666666667,840.0
14,77440,7,9,420.0,59,1,0,1,0.47,4880.0
14,67923,7,9,420.0,87,1,0,0,1.08,6030.0
14,67923,7,9,420.0,59,1,0,1,2.3794499999999994,13930.0
14,71993,983,9,420.0,59,1,0,1,2.395625,6823.7
14,71993,983,9,420.0,59,2,0,1,0.7006,1909.7
14,25104,983,9,420.0,87,1,0,0,1.6363818181818182,13240.0
14,25104,983,9,420.0,59,1,0,1,2.395625,45666.3
14,25104,983,9,420.0,59,2,0,1,3.9478333333333335,12780.3
14,93922,50,19,567.5,59,1,0,1,1.5005802547416773,2260.0
14,93922,50,19,567.5,87,2,0,0,4.915933333333333,36980.0
14,93922,50,19,567.5,59,2,0,1,3.1367,9810.0
14,59397,50,19,567.5,40,2,0,1,2.7000000000000006,5660.3
14,59397,50,19,567.5,59,2,0,1,2.8730999999999995,6810.0
14,17977,389,9,470.0,92,1,0,0,1.3546000000000002,9780.0
14,52363,871,19,580.0,59,1,0,1,0.7608,4120.0
14,48827,871,19,580.0,40,1,0,1,0.6304838383838384,1370.0
14,48827,871,19,580.0,17,1,0,1,5.126666666666667,8904.0
14,48827,871,19,580.0,59,1,0,1,8.005133333333333,6690.0
14,48827,871,19,580.0,40,2,0,1,6.416666666666667,33420.0
14,48827,871,19,580.0,17,2,0,1,5.126666666666667,27472.0
14,48827,871,19,580.0,59,2,0,1,8.005133333333333,6920.0
14,47829,871,19,580.0,92,1,0,0,1.3464,13310.0
14,47829,871,19,580.0,17,1,0,1,1.334266666666667,2226.0
14,47829,871,19,580.0,17,2,0,1,1.334266666666667,6868.0
14,28137,871,19,580.0,87,2,0,0,2.65,21580.0
14,28137,871,19,580.0,59,2,0,1,0.6999999999999998,11280.0
14,86916,74,19,560.0,40,2,0,1,4.6468,18949.7
14,79459,384,19,550.0,17,1,0,1,2.2498538684421496,12021.3
14,15217,384,19,550.0,87,1,0,0,0.7208920634920636,15428.3
14,15217,384,19,550.0,17,1,0,1,2.2498538684421496,9068.7
14,15217,384,19,550.0,59,1,0,1,1.5005802547416773,4828.8
14,15217,384,19,550.0,32,2,0,1,2.1380666666666666,5050.0
14,41827,384,19,550.0,87,1,0,0,0.7208920634920636,6301.7
14,41827,384,19,550.0,59,1,0,1,1.5005802547416773,5231.2
14,31012,47,19,530.0,68,1,0,0,3.22,17272.4
14,67186,47,19,530.0,32,2,0,1,3.315466666666667,6219.0
14,13581,47,19,530.0,17,1,0,1,1.853,15314.01
14,36258,47,19,530.0,17,1,0,1,1.97,9215.99
14,37249,47,19,530.0,17,1,0,1,1.3699814814814815,23960.0
14,55281,47,19,530.0,65,1,0,1,1.1399,1530.0
14,47033,47,19,530.0,59,1,0,1,1.0523,6500.0
14,98490,47,19,530.0,59,1,0,1,0.41,5510.0
14,25003,47,19,530.0,17,1,0,1,1.3699814814814815,1970.0
14,25003,47,19,530.0,59,2,0,1,6.9569,2950.0
14,60871,47,19,530.0,81,1,0,1,4.443333333333333,10540.0
14,60871,47,19,530.0,59,2,0,1,11.87,21290.0
14,60871,47,19,530.0,81,2,0,1,4.443333333333333,18340.0
14,95476,47,19,530.0,68,1,0,0,2.7099999999999995,12507.6
14,95476,47,19,530.0,17,2,0,1,4.07,13630.0
14,91845,47,19,530.0,92,1,0,0,1.1409318181818182,4420.0
14,91845,47,19,530.0,59,1,0,1,0.7712937500000001,9020.0
14,47561,47,19,530.0,17,2,0,1,0.5797,4390.0
14,39040,987,19,490.0,81,2,0,1,2.5438,9500.0
14,18515,987,19,490.0,32,2,0,1,0.08660000000000001,138.2
14,76949,987,19,490.0,32,2,0,1,0.4292666666666667,552.8
14,74410,987,19,490.0,32,2,0,1,3.7392,10700.0
14,59939,619,19,520.0,17,1,0,1,11.082633333333334,67770.0
14,59939,619,19,520.0,81,1,0,1,2.7067499999999995,5610.0
14,59939,619,19,520.0,17,2,0,1,11.082633333333334,22910.0
14,59939,619,19,520.0,52,2,0,1,3.5270999999999995,10960.0
14,28156,619,19,520.0,59,1,0,1,1.63,7040.0
14,86271,619,19,520.0,68,1,0,0,1.9780773385565051,7520.0
14,86271,619,19,520.0,40,2,0,1,0.6,1430.0
14,86271,619,19,520.0,59,2,0,1,1.001,2050.0
14,812,698,12,490.0,68,1,0,0,0.6241,4420.0
14,82939,698,12,490.0,68,1,0,0,0.7600000000000001,3500.0
14,17552,698,12,490.0,68,1,0,0,0.7814,3388.8
14,17552,698,12,490.0,59,1,0,1,0.5619,4130.0
14,66871,698,12,490.0,68,1,0,0,0.959,3671.2
14,61105,698,12,490.0,68,1,0,0,0.7811250000000002,2010.0
14,13751,698,12,490.0,52,2,0,1,4.83,30670.0
14,6132,698,12,490.0,52,2,0,1,0.11,55.5
14,55693,698,12,490.0,52,2,0,1,0.4136,2109.0
14,72782,698,12,490.0,59,1,0,1,0.6037622641509434,1470.0
14,72175,698,19,490.0,59,1,0,1,0.43,3789.2
14,76698,698,19,490.0,17,1,0,1,0.5188,171.0
14,36331,698,19,490.0,59,1,0,1,0.7799999999999999,7527.8
14,49929,698,12,490.0,59,1,0,1,0.17,1780.1
14,86542,698,19,490.0,59,1,0,1,0.61,8849.9
14,31551,698,19,490.0,59,1,0,1,0.9499999999999998,5773.0
14,26979,698,12,490.0,17,1,0,1,2.444,969.0
14,36122,698,12,490.0,59,1,0,1,0.9165333333333333,9235.1
14,62869,698,12,490.0,59,1,0,1,0.405,2454.9
14,99282,698,12,490.0,59,2,0,1,1.6256666666666668,6630.663
14,47713,698,12,490.0,17,1,0,1,1.361075,180.0
14,29140,698,12,490.0,59,1,0,1,0.6037622641509434,2180.0
14,2030,698,19,490.0,68,1,0,0,0.7811250000000002,2650.0
14,2030,698,19,490.0,59,1,0,1,0.6037622641509434,2090.0
14,17171,698,19,490.0,59,1,0,1,0.6037622641509434,2890.0
14,27129,698,12,490.0,59,1,0,1,0.6496,18296.5
14,22630,698,19,490.0,59,1,0,1,0.8301,24253.5
14,25885,698,12,490.0,52,2,0,1,0.11333333333333334,55.5
14,72803,804,19,500.0,17,1,0,1,2.2498538684421496,2750.0
14,72803,804,19,500.0,59,2,0,1,2.5891,18280.0
14,84804,804,12,500.0,32,2,0,1,17.1833,113270.0
14,84804,804,12,500.0,59,2,0,1,2.5891,12770.0
14,82180,200,19,500.0,17,1,0,1,2.2498538684421496,60.0
14,45680,966,19,450.0,59,2,0,1,1.8232,15250.0
14,69003,349,19,455.0,17,1,0,1,2.2498538684421496,6180.0
14,69003,349,19,455.0,59,1,0,1,3.9675333333333334,14740.0
14,36088,881,19,445.0,59,1,0,1,1.5005802547416773,7620.0
14,52069,881,12,445.0,40,2,0,1,2.405,7040.0
14,23445,605,10,565.0,59,1,0,1,1.835275133674359,4016.0
14,68221,938,10,570.0,59,1,0,1,1.835275133674359,16064.0
14,69205,301,10,485.0,32,2,0,1,4.0997,13040.0
14,53975,301,10,485.0,17,2,0,1,3.294866666666666,23900.0
14,57397,473,10,465.0,55,1,0,1,3.3047,654.5
14,57397,473,10,465.0,87,1,0,0,1.014851938200688,819.5
14,57397,473,10,465.0,52,1,0,1,1.1894443986254295,1518.0
14,57397,473,10,465.0,17,2,0,1,12.2474,3916.9
14,53298,473,10,465.0,55,1,0,1,3.3047,1309.0
14,53298,473,10,465.0,87,1,0,0,1.014851938200688,2011.5
14,53298,473,10,465.0,52,1,0,1,1.1894443986254295,2967.0
14,53298,473,10,465.0,59,1,0,1,1.835275133674359,2527.2
14,53298,473,10,465.0,17,2,0,1,12.2474,5790.2
14,53298,473,10,465.0,59,2,0,1,2.2158,3495.6
14,49636,473,10,465.0,87,1,0,0,1.014851938200688,11280.0
14,49636,473,10,465.0,68,1,0,0,1.4921169017155684,9880.0
14,49636,473,10,465.0,87,2,0,0,1.3773000000000002,10870.0
14,49636,473,10,465.0,17,2,0,1,12.2474,42485.6
14,49636,473,10,465.0,52,2,0,1,6.723200000000001,34500.0
14,49636,473,10,465.0,59,2,0,1,20.8122,127190.0
14,49636,473,10,465.0,81,2,0,1,0.44,3240.0
14,37641,473,10,465.0,17,2,0,1,12.2474,49874.4
14,84174,473,10,465.0,32,1,0,1,1.1680197368421052,1390.0
14,84174,473,10,465.0,55,1,0,1,3.3047,3986.5
14,84174,473,10,465.0,87,1,0,0,1.014851938200688,4619.0
14,84174,473,10,465.0,40,1,0,1,0.6304838383838384,420.0
14,84174,473,10,465.0,52,1,0,1,1.1894443986254295,2415.0
14,84174,473,10,465.0,59,1,0,1,1.835275133674359,4492.8
14,84174,473,10,465.0,65,1,0,1,1.1399,1920.0
14,84174,473,10,465.0,81,1,0,1,2.335430918522676,4380.0
14,84174,473,10,465.0,17,2,0,1,12.2474,7322.9
14,84174,473,10,465.0,59,2,0,1,11.289383333333333,6214.4
14,22900,672,0,390.0,68,1,0,0,1.4921169017155684,30860.0
14,61478,831,10,460.0,32,2,0,1,2.49,10202.7
14,34244,831,10,460.0,32,2,0,1,5.37,4167.3
14,34244,831,10,460.0,59,2,0,1,4.23,15170.0
14,37461,239,6,700.0,52,2,0,1,3.68,30270.6
14,48509,239,6,700.0,59,2,0,1,4.13,37740.0
14,58769,239,6,700.0,32,2,0,1,4.25,42350.0
14,88928,239,6,700.0,40,2,0,1,4.6909,45290.0
14,88928,239,6,700.0,52,2,0,1,1.5113,14909.4
15,48626,302,13,600.0,32,2,0,1,3.7503000000000006,27966.0
15,47921,302,13,600.0,32,2,0,1,7.3735,65254.0
15,14001,852,14,659.0979381443299,81,1,0,1,2.8209755555555556,7470.8
15,17059,852,14,659.0979381443299,81,1,0,1,2.8209755555555556,5898.0
15,87611,602,14,659.0979381443299,81,1,0,1,2.8209755555555556,6810.0
15,12257,215,14,659.0979381443299,17,1,0,1,3.736550852713178,1530.0
15,97286,142,14,659.0979381443299,17,1,0,1,3.736550852713178,30790.0
15,43323,142,14,659.0979381443299,59,1,0,1,4.558161437908496,31120.0
15,43323,142,14,659.0979381443299,81,1,0,1,2.8209755555555556,7280.0
15,28875,548,14,659.0979381443299,17,2,0,1,2.6616,5390.775
15,5696,919,14,655.0,59,1,0,1,7.62,22136.4
15,48093,919,14,655.0,59,2,0,1,1.122,12222.144
15,98814,919,14,655.0,40,2,0,1,3.257466666666667,16100.0
15,4024,919,14,655.0,32,2,0,1,14.583333333333334,85731.531
15,4024,919,14,655.0,87,2,0,0,7.778133333333334,49460.0
15,4024,919,14,655.0,40,2,0,1,11.081533333333335,15932.173
15,4024,919,14,655.0,17,2,0,1,2.287234814814815,28770.3156
15,4024,919,14,655.0,52,2,0,1,8.869333333333332,48260.0
15,4024,919,14,655.0,59,2,0,1,1.122,22631.028
15,4024,919,14,655.0,81,2,0,1,13.86,49183.226
15,73332,919,3,655.0,32,2,0,1,0.6041,4087.496
15,48410,919,14,655.0,68,1,0,0,2.0138000000000003,2440.0
15,48410,919,14,655.0,59,1,0,1,2.7732499999999995,2420.0
15,39664,919,14,655.0,68,1,0,0,1.4329,6130.0
15,39664,919,14,655.0,59,1,0,1,1.122,2110.0
15,39664,919,14,655.0,59,2,0,1,1.122,3910.0
15,41325,919,14,655.0,68,1,0,0,1.6312119999999999,4970.0
15,41325,919,14,655.0,17,1,0,1,0.5633333333333334,2470.0
15,41325,919,14,655.0,59,1,0,1,2.7732499999999995,4560.0
15,3010,919,14,655.0,68,1,0,0,1.6312119999999999,4430.0
15,3010,919,14,655.0,59,1,0,1,2.7732499999999995,6010.0
15,50946,919,14,655.0,68,1,0,0,1.6312119999999999,12950.0
15,50946,919,14,655.0,59,1,0,1,2.7732499999999995,2950.0
15,38795,464,14,655.0,40,2,0,1,2.18,423.64
15,78863,464,14,655.0,17,2,0,1,2.11685,4124.158
15,43705,464,14,655.0,17,2,0,1,4.2676,8440.0
15,93182,464,14,655.0,40,2,0,1,0.7699000000000001,606.9
15,97677,464,14,655.0,87,1,0,0,1.014851938200688,3180.0
15,24404,464,14,655.0,32,2,0,1,9.3728,48354.208
15,24404,464,14,655.0,17,2,0,1,2.2630296296296293,29215.842
15,70378,464,14,655.0,9,2,0,0,2.45,4080.0
15,12622,464,14,655.0,17,2,0,1,1.4793,3339.225
15,86582,464,14,655.0,17,1,0,1,3.8066364341085266,63540.0
15,86582,464,14,655.0,59,1,0,1,6.418055555555557,14473.8
15,83472,464,14,655.0,17,1,0,1,7.419999999999999,36320.0
15,83472,464,14,655.0,59,1,0,1,22.320000000000004,88340.0
15,77984,464,14,655.0,17,2,0,1,2.2630296296296293,6129.7314
15,77984,464,14,655.0,59,2,0,1,0.7555666666666667,5462.928
15,77984,464,14,655.0,81,2,0,1,1.5893,4460.457
15,13054,464,14,655.0,17,2,0,1,2.2630296296296293,24596.2236
15,13054,464,14,655.0,59,2,0,1,0.7555666666666667,18094.02
15,13054,464,14,655.0,81,2,0,1,1.3815,8566.317
15,13802,464,3,655.0,59,2,0,1,0.2067,330.0
15,1142,464,14,655.0,59,1,0,1,0.85,2128.5
15,16692,464,14,655.0,32,2,0,1,3.7134,24268.318
15,16692,464,14,655.0,17,2,0,1,2.2630296296296293,6129.7314
15,16692,464,14,655.0,59,2,0,1,0.7555666666666667,5648.112
15,78846,464,14,655.0,17,2,0,1,2.2630296296296293,4676.529
15,78846,464,14,655.0,59,2,0,1,0.7555666666666667,6921.252
15,59317,464,14,655.0,17,2,0,1,2.2630296296296293,6995.469
15,59317,464,14,655.0,59,2,0,1,0.7555666666666667,5640.396
15,83605,464,14,655.0,59,2,0,1,0.7555666666666667,3270.0
15,75065,464,14,655.0,59,1,0,1,1.66,3831.3
15,18976,464,14,655.0,32,2,0,1,2.08,19850.0
15,25825,464,14,655.0,17,1,0,1,0.89,2398.304
15,92531,464,14,655.0,59,1,0,1,0.82,2110.0
15,92531,464,14,655.0,59,2,0,1,0.82,3910.0
15,80506,464,14,655.0,40,2,0,1,1.7935,669.46
15,33751,464,14,655.0,17,1,0,1,3.8066364341085266,4030.0
15,68025,464,14,655.0,17,1,0,1,3.8066364341085266,3120.0
15,70951,464,14,655.0,17,1,0,1,3.8066364341085266,4570.0
15,42732,82,14,659.0979381443299,17,1,0,1,3.736550852713178,7090.0
15,83373,898,8,700.0,81,1,0,1,1.2702,6291.2
15,86971,411,8,690.0,81,1,0,1,1.5873346153846153,3370.0
15,36535,186,8,695.0,17,1,0,1,1.5547666666666669,1210.0
15,75318,165,8,700.0,59,1,0,1,4.7631,7580.0
15,18632,165,8,700.0,52,2,0,1,8.0,25390.0
15,16613,165,8,700.0,17,1,0,1,6.809199999999999,9521.696
15,80453,165,8,700.0,81,1,0,1,0.99,3190.0
15,94968,428,3,730.0,32,2,0,1,2.3457333333333334,23730.0
15,79301,592,17,820.0,59,1,0,1,1.835275133674359,3203.5
15,27102,592,17,820.0,59,1,0,1,1.835275133674359,4246.5
15,19515,973,2,500.0,32,2,0,1,5.0139,19544.0
15,35465,964,2,500.0,32,2,0,1,3.8165,13960.0
15,37826,964,2,500.0,32,2,0,1,4.4695,17310.4
15,37826,964,2,500.0,17,2,0,1,10.1482,77280.0
15,49672,828,2,500.0,32,2,0,1,1.1995,5025.6
15,72277,44,7,630.0,17,1,0,1,1.4392999999999998,328.0
15,72277,44,7,630.0,17,2,0,1,2.1596635135135136,760.0
15,55814,44,7,630.0,17,1,0,1,1.4392999999999998,16072.0
15,55814,44,7,630.0,81,1,0,1,2.95,9740.0
15,55814,44,7,630.0,32,2,0,1,2.7648,29502.0
15,55814,44,7,630.0,40,2,0,1,2.16,32610.0
15,55814,44,7,630.0,17,2,0,1,2.1596635135135136,37240.0
15,55814,44,7,630.0,81,2,0,1,1.03,14340.0
15,6321,44,7,630.0,59,1,0,1,1.1455920287261596,6606.3
15,18939,44,7,630.0,59,1,0,1,1.1455920287261596,4223.7
15,74473,44,7,630.0,59,2,0,1,1.7953,15530.0
15,40200,44,7,630.0,68,1,0,0,1.0077,2590.0
15,38272,44,7,630.0,87,1,0,0,1.63,5310.0
15,38272,44,7,630.0,17,1,0,1,1.4393,6130.0
15,38272,44,7,630.0,81,1,0,1,2.9500000000000006,15570.0
15,27629,44,7,630.0,32,2,0,1,2.7647999999999997,12790.0
15,62733,44,7,630.0,59,2,0,1,1.7953,1930.0
15,69264,44,7,630.0,32,2,0,1,2.7648,19668.0
15,55404,899,16,640.0,81,1,0,1,6.346566666666667,18347.28
15,99693,899,16,640.0,81,1,0,1,6.346566666666667,14480.844
15,6544,899,16,640.0,81,1,0,1,6.346566666666667,185.724
15,93819,899,16,640.0,59,2,0,1,0.2765,1930.0
15,91094,379,16,620.0,59,1,0,1,1.0396666666666667,5827.3
15,37661,379,16,620.0,59,1,0,1,0.9007999999999999,6134.0
15,2891,379,16,620.0,59,1,0,1,0.4741,11961.3
15,3555,379,16,620.0,59,1,0,1,3.223333333333333,3373.7
15,72124,379,16,620.0,32,2,0,1,0.9395000000000001,11755.0
15,18581,379,16,620.0,59,2,0,1,0.2045,1930.0
15,13822,379,16,620.0,59,2,0,1,0.42,1930.0
15,23846,379,16,620.0,59,2,0,1,1.2593,1930.0
15,57254,379,7,620.0,32,2,0,1,1.4107,11960.0
15,57254,379,7,620.0,59,2,0,1,1.1054,5690.0
15,80170,379,7,620.0,32,2,0,1,2.1631,5127.5
15,80170,379,7,620.0,59,2,0,1,1.8688,3520.0
15,3091,379,16,620.0,81,1,0,1,5.9197,22365.672
15,35785,379,16,620.0,81,1,0,1,4.19485,900.48
15,80479,379,7,620.0,52,2,0,1,5.64,23880.0
15,88517,379,16,620.0,87,1,0,0,0.941,8260.0
15,61928,379,16,620.0,81,1,0,1,2.47,19650.0
15,87201,379,16,620.0,59,1,0,1,0.416,3373.7
15,94886,726,7,610.0,17,1,0,1,2.6800000000000006,5212.0
15,94886,726,7,610.0,32,2,0,1,3.5729,20742.268
15,44512,726,7,610.0,32,2,0,1,3.814666666666666,20357.732
15,63181,726,7,610.0,68,1,0,0,1.1,6120.0
15,63181,726,7,610.0,17,1,0,1,2.68,7818.0
15,48816,726,7,610.0,17,1,0,1,2.6800000000000006,9522.0
15,54915,726,7,610.0,15,2,0,1,1.9276666666666664,7380.0
15,96975,726,7,610.0,59,1,0,1,1.1455920287261596,3906.0
15,68761,726,7,610.0,17,1,0,1,2.6800000000000006,6348.0
15,68761,726,7,610.0,59,1,0,1,1.1455920287261596,5394.0
15,85950,474,7,625.0,9,2,0,0,2.17,9530.0
15,1270,474,7,625.0,9,2,0,0,2.48,9530.0
15,12869,474,7,625.0,81,2,0,1,1.03,22930.0
15,97777,474,7,625.0,17,1,0,1,1.474167508865248,4690.0
15,87878,474,7,625.0,15,2,0,1,6.7237,19210.0
15,94554,893,7,590.0,68,1,0,0,0.9679104826546002,18220.0
15,94554,893,7,590.0,59,2,0,1,1.19,7570.0
15,64499,893,7,590.0,32,2,0,1,1.3996000000000002,10255.0
15,84904,893,7,590.0,32,2,0,1,1.021,5127.5
15,95008,893,7,590.0,17,1,0,1,0.5394,5760.0
15,58150,893,7,590.0,52,2,0,1,1.6289,5180.0
15,23668,893,7,590.0,59,2,0,1,1.19,10210.0
15,35287,893,7,590.0,68,1,0,0,0.9679104826546002,3945.0
15,61978,893,7,590.0,17,1,0,1,0.5394,17920.0
15,47401,893,7,590.0,68,1,0,0,0.9679104826546002,3945.0
15,15624,355,15,660.0,81,1,0,1,1.2376829131652662,645.0
15,26907,355,15,660.0,81,1,0,1,1.2376829131652662,645.0
15,15575,100,15,655.0,59,1,0,1,2.38195,9480.0
15,58567,506,7,610.0,17,2,0,1,2.6214,17530.0
15,33248,506,16,610.0,17,1,0,1,3.2533,23480.0
15,14470,506,7,610.0,59,1,0,1,1.1455920287261596,1870.0
15,14470,506,7,610.0,32,2,0,1,6.127666666666666,58490.0
15,14470,506,7,610.0,17,2,0,1,2.7919,22050.0
15,14470,506,7,610.0,59,2,0,1,0.7824,6840.0
15,18139,506,7,610.0,17,1,0,1,3.2533,7110.0
15,18139,506,7,610.0,59,1,0,1,1.1455920287261596,2220.0
15,89440,506,7,610.0,40,2,0,1,2.16,16510.0
15,89440,506,7,610.0,26,2,0,1,4.5,3730.0
15,45489,506,16,610.0,32,2,0,1,6.8,33329.835
15,45489,506,16,610.0,26,2,0,1,1.9235333333333333,4710.582
15,48877,506,16,610.0,32,2,0,1,12.957333333333333,62860.165
15,48877,506,16,610.0,52,2,0,1,6.703333333333333,29460.52
15,48877,506,16,610.0,59,2,0,1,7.218133333333334,32833.854
15,68089,506,16,610.0,26,2,0,1,2.4,5799.418
15,68089,506,16,610.0,52,2,0,1,9.358600000000001,38109.48
15,68089,506,16,610.0,59,2,0,1,9.54,43276.146
15,31153,990,18,665.0,32,2,0,1,0.0995,5576.2
15,38454,990,18,665.0,32,2,0,1,1.0169,5803.8
15,2821,990,18,665.0,59,2,0,1,3.1280666666666668,24020.0
15,52475,990,18,665.0,59,1,0,1,1.7105,6050.0
15,88005,844,18,700.0,52,2,0,1,4.419,17199.0
15,86193,844,18,700.0,59,1,0,1,2.667454666666666,10290.0
15,70752,849,5,700.0,84,2,0,0,1.768,16260.0
15,68343,849,5,700.0,81,1,0,1,2.6334175714285717,1290.0
15,54960,849,5,700.0,68,1,0,0,1.57,26210.0
15,68936,849,5,700.0,87,1,0,0,1.4439204545454545,4320.0
15,68936,849,5,700.0,40,2,0,1,3.2632999999999996,7880.0
15,74003,849,5,700.0,59,2,0,1,2.9465,19960.0
15,81073,849,5,700.0,32,2,0,1,1.72,9550.0
15,81073,849,5,700.0,40,2,0,1,3.2633,5810.0
15,81073,849,5,700.0,52,2,0,1,2.2458,15470.0
15,68718,849,5,700.0,52,2,0,1,2.11,9060.0
15,64042,849,5,700.0,59,1,0,1,4.03,28400.0
15,797,845,16,647.5,68,1,0,0,2.3854,16960.0
15,797,845,16,647.5,59,1,0,1,6.1287666666666665,36490.0
15,92218,845,16,647.5,68,1,0,0,1.6952,6926.7
